,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
258,divine-brooklyn-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 40.69777, 'longitude': -73.93715}",(718) 455-5455,975.7326707040152,r-b7njQdEuDnK0yqHy5imQ,https://s3-media1.fl.yelpcdn.com/bphoto/_nrni1x4DidQwyX7MPd4Yw/o.jpg,False,"{'address1': '896 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['896 Broadway', 'Brooklyn, NY 11206']}",Divine,+17184555455,$$,4.0,47,"['delivery', 'pickup']",https://www.yelp.com/biz/divine-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
259,king-souvlaki-astoria-2,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 40.7643238363402, 'longitude': -73.9235472679138}",(917) 416-1189,8027.1450991547545,7KN1q3ssjWoEnT_ggW09IA,https://s3-media2.fl.yelpcdn.com/bphoto/dj-ntwlTIBPUKO3VC3liUw/o.jpg,False,"{'address1': '31 St And 31 Ave', 'address2': None, 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31 St And 31 Ave', 'Astoria, NY 11106']}",King Souvlaki,+19174161189,$,4.5,225,[],https://www.yelp.com/biz/king-souvlaki-astoria-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
260,cafe-on-ralph-brooklyn-3,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6871563785126, 'longitude': -73.9237967133522}",(347) 461-9669,674.6142019089112,QCwrgx0DOyia2sqGy0K4qw,https://s3-media2.fl.yelpcdn.com/bphoto/W7LMdJR_PbAJwI5MI8zk3g/o.jpg,False,"{'address1': '86 Ralph Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['86 Ralph Ave', 'Brooklyn, NY 11221']}",Cafe On Ralph,+13474619669,$$,4.0,32,"['delivery', 'pickup']",https://www.yelp.com/biz/cafe-on-ralph-brooklyn-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
261,onderdonk-and-sons-ridgewood,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.70546, 'longitude': -73.90993}",(718) 366-5981,2131.095527793639,1gk8TCOubwKmGJZWxVRmQQ,https://s3-media3.fl.yelpcdn.com/bphoto/pJphd5zZM0KoyFYFDNaLxQ/o.jpg,False,"{'address1': '566 Onderdonk Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['566 Onderdonk Ave', 'Ridgewood, NY 11385']}",Onderdonk & Sons,+17183665981,$,4.5,61,[],https://www.yelp.com/biz/onderdonk-and-sons-ridgewood?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
262,forcella-brooklyn-4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.711353, 'longitude': -73.9490983}",(718) 388-8820,2779.580897969124,Zgxqluk9HIZ0yKNTWMWpbA,https://s3-media1.fl.yelpcdn.com/bphoto/2nxWaI9VwgPmG7LO0Z-wiA/o.jpg,False,"{'address1': '485 Lorimer St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['485 Lorimer St', 'Brooklyn, NY 11211']}",Forcella,+17183888820,$$,3.5,406,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/forcella-brooklyn-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
263,fitzcarraldo-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]","{'latitude': 40.7108712798929, 'longitude': -73.9339077162264}",(718) 233-2566,2128.918382902606,Z6koXxi6wgNKcZdsV7dDRw,https://s3-media2.fl.yelpcdn.com/bphoto/lIZWozAYoUTlUjPKMqjS_A/o.jpg,False,"{'address1': '195 Morgan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['195 Morgan Ave', 'Brooklyn, NY 11237']}",Fitzcarraldo,+17182332566,$$,4.5,59,[],https://www.yelp.com/biz/fitzcarraldo-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
264,los-tacos-mcondo-williamsburg,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.7108323440285, 'longitude': -73.9509542539666}",(347) 763-1548,2821.5758611846804,4c4Uwb5yUqXJ-inkcDinIg,https://s3-media3.fl.yelpcdn.com/bphoto/BsQmP064YcX4fm9zQnCKyw/o.jpg,False,"{'address1': '502 Grand St', 'address2': '', 'address3': '', 'city': 'Williamsburg', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['502 Grand St', 'Williamsburg, NY 11211']}",Los Tacos-Mcondo,+13477631548,$$,4.0,232,"['delivery', 'pickup']",https://www.yelp.com/biz/los-tacos-mcondo-williamsburg?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
265,sonora-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.6824295855403, 'longitude': -73.9199669121657}",(718) 574-8100,1282.6491144773013,n-Z4HSwVeiDyA7AotduUNw,https://s3-media2.fl.yelpcdn.com/bphoto/EzZzfw4YJeCAWe8Q5zWSTg/o.jpg,False,"{'address1': '174 Howard Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['174 Howard Ave', 'Brooklyn, NY 11233']}",Sonora,+17185748100,$$,3.5,98,"['delivery', 'pickup']",https://www.yelp.com/biz/sonora-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
266,our-wicked-lady-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.709384, 'longitude': -73.93333}",,1955.3791183156186,9jceg0585cKrwBLarT9ftQ,https://s3-media4.fl.yelpcdn.com/bphoto/hPBflgP1lnCH-Uw5RL8LfA/o.jpg,False,"{'address1': '153 Morgan Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['153 Morgan Ave', 'Brooklyn, NY 11237']}",Our Wicked Lady,,$$,4.5,57,[],https://www.yelp.com/biz/our-wicked-lady-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
267,taqueria-milear-crown-heights,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.6729835327648, 'longitude': -73.9503121359905}",(718) 484-8005,2837.3976255013795,ipmOYDh9snm3ZUv546MACQ,https://s3-media4.fl.yelpcdn.com/bphoto/Ca2j7B34mPxAy16YGwRD7w/o.jpg,False,"{'address1': '752A Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Crown Heights', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['752A Nostrand Ave', 'Crown Heights, NY 11216']}",Taqueria Milear,+17184848005,$,4.5,150,"['delivery', 'pickup']",https://www.yelp.com/biz/taqueria-milear-crown-heights?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
268,fine-and-raw-chocolate-factory-new-york,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.70553, 'longitude': -73.93367}",(718) 366-3633,1536.026788098041,rKCH4sbTgvclHdU2elFayw,https://s3-media4.fl.yelpcdn.com/bphoto/8SCueYjHcbhuWZjE-NU0Sw/o.jpg,False,"{'address1': '288 Seigel St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['288 Seigel St', 'New York, NY 11206']}",Fine & Raw Chocolate Factory,+17183663633,$$,4.0,50,[],https://www.yelp.com/biz/fine-and-raw-chocolate-factory-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
269,all-about-indian-food-brooklyn,"[{'alias': 'indpak', 'title': 'Indian'}]","{'latitude': 40.702309, 'longitude': -73.936897}",(718) 381-1333,1341.3260788077548,uVRau5cd-OpqWIA-qsCiJA,https://s3-media1.fl.yelpcdn.com/bphoto/QASsrtIm5YOjy3k-IJEKEQ/o.jpg,False,"{'address1': '443 Bushwick Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['443 Bushwick Ave', 'Brooklyn, NY 11206']}",All About Indian Food,+17183811333,$$,4.0,67,"['delivery', 'pickup']",https://www.yelp.com/biz/all-about-indian-food-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
270,koda-restaurant-and-lounge-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.703128, 'longitude': -73.933319}",(347) 223-4026,1286.2877228897155,DlLYddNASED5fcmZzu9dOw,https://s3-media3.fl.yelpcdn.com/bphoto/V3bFZXF60JGrFj1gfaoLsQ/o.jpg,False,"{'address1': '985 Flushing Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['985 Flushing Ave', 'Brooklyn, NY 11206']}",Koda Restaurant & Lounge,+13472234026,$$,4.0,71,"['delivery', 'pickup']",https://www.yelp.com/biz/koda-restaurant-and-lounge-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
271,wyckoff-starr-coffee-shop-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7061657309829, 'longitude': -73.9224034404755}",(718) 484-9766,1625.9347434861543,X9H-xKUx8Bz3YBNNaJnhfw,https://s3-media1.fl.yelpcdn.com/bphoto/wqvZsDMn2G7VX2uw9AsRmg/o.jpg,False,"{'address1': '30 Wyckoff Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['30 Wyckoff Ave', 'Brooklyn, NY 11237']}",Wyckoff Starr Coffee Shop,+17184849766,$,3.5,111,[],https://www.yelp.com/biz/wyckoff-starr-coffee-shop-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
272,seven-sushi-cafe-brooklyn,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.6992071699701, 'longitude': -73.9268895780932}",(347) 533-7135,784.7732610490324,qCOhPeo_xAhK7LFavv77YA,https://s3-media2.fl.yelpcdn.com/bphoto/kh1UlC5Tp-neNxkQo7Cgfg/o.jpg,False,"{'address1': '157 Central Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['157 Central Ave', 'Brooklyn, NY 11221']}",Seven Sushi Cafe,+13475337135,$$,3.5,51,"['delivery', 'pickup']",https://www.yelp.com/biz/seven-sushi-cafe-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
273,super-power-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 40.6739268745309, 'longitude': -73.9503274715026}",(718) 484-0020,2760.0469101699723,iBv3jR8lxH2e9dV42Sca0g,https://s3-media4.fl.yelpcdn.com/bphoto/1jl_Go6-YuCHiekPrpgtzQ/o.jpg,False,"{'address1': '722 Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['722 Nostrand Ave', 'Brooklyn, NY 11216']}",Super Power,+17184840020,$$,4.5,113,[],https://www.yelp.com/biz/super-power-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
274,la-isla-cuchifritos-brooklyn,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 40.70099, 'longitude': -73.94199}",(718) 388-4666,1521.8280250212645,pXA2UgJEHNNonaGPAXuFzg,https://s3-media2.fl.yelpcdn.com/bphoto/UB1JZsoJfpZ87t4cIi8Nfw/o.jpg,False,"{'address1': '6 Graham Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['6 Graham Ave', 'Brooklyn, NY 11206']}",La Isla Cuchifritos,+17183884666,$,4.0,66,[],https://www.yelp.com/biz/la-isla-cuchifritos-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
275,bushwick-bakery-bushwick,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.6998901, 'longitude': -73.9280701}",(917) 460-5994,856.894179280852,_OhStiscqJvgZ7orFBACmA,https://s3-media1.fl.yelpcdn.com/bphoto/SbtCoxDg58NlSQOCuQ8qmA/o.jpg,False,"{'address1': '127 Central Ave', 'address2': '', 'address3': '', 'city': 'Bushwick', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['127 Central Ave', 'Bushwick, NY 11221']}",Bushwick Bakery,+19174605994,$,3.5,58,[],https://www.yelp.com/biz/bushwick-bakery-bushwick?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
276,city-of-saints-coffee-roasters-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7087771, 'longitude': -73.9360653}",(929) 900-5282,1956.6967145774674,QVFxBLZoKWNohMQYop2V9g,https://s3-media2.fl.yelpcdn.com/bphoto/KflsNVU2-1PS9u68OF8Hnw/o.jpg,False,"{'address1': '297 Meserole St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['297 Meserole St', 'Brooklyn, NY 11206']}",City of Saints Coffee Roasters,+19299005282,$,4.5,45,[],https://www.yelp.com/biz/city-of-saints-coffee-roasters-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
277,hello-bklyn-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.707473897527, 'longitude': -73.9503831043839}",(347) 987-3008,2524.4473579765177,W83Dpm-rKABQ3rnfIq_xwQ,https://s3-media2.fl.yelpcdn.com/bphoto/bXqyZCmVtz5LtA_F2t902A/o.jpg,False,"{'address1': '234 Union Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['234 Union Ave', 'Brooklyn, NY 11211']}",Hello Bklyn,+13479873008,$$,4.0,236,"['delivery', 'pickup', 'restaurant_reservation']",https://www.yelp.com/biz/hello-bklyn-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
278,china-express-brooklyn-4,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7061859, 'longitude': -73.9501435}",(718) 218-7919,2395.4954146503346,BkXb82Y2OIsQ5RpNNQOYmQ,https://s3-media3.fl.yelpcdn.com/bphoto/zdyUBYOkfPppdRhoBHrCFQ/o.jpg,False,"{'address1': '192 Union Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['192 Union Ave', 'Brooklyn, NY 11211']}",China Express,+17182187919,$,4.0,92,[],https://www.yelp.com/biz/china-express-brooklyn-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
279,new-mexico-place-brooklyn,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.708499, 'longitude': -73.943709}",(718) 302-4573,2230.7894973755806,5fUY5sq00VMPdb1SDJWBug,https://s3-media2.fl.yelpcdn.com/bphoto/iKRcoV0DiqIkFc3hH3Q43w/o.jpg,False,"{'address1': '189 Graham Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['189 Graham Ave', 'Brooklyn, NY 11226']}",New Mexico Place,+17183024573,$,3.5,181,"['delivery', 'pickup']",https://www.yelp.com/biz/new-mexico-place-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
280,healthy-choice-kitchen-brooklyn,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]","{'latitude': 40.708203, 'longitude': -73.943629}",(718) 302-0700,2202.138268354863,W_xw8xkI6-Vjogkf-lb1dQ,https://s3-media4.fl.yelpcdn.com/bphoto/k0lQP16VZMPQrXQiPvNe0w/o.jpg,False,"{'address1': '181 Graham Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['181 Graham Ave', 'Brooklyn, NY 11206']}",Healthy Choice Kitchen,+17183020700,$,4.0,96,"['delivery', 'pickup']",https://www.yelp.com/biz/healthy-choice-kitchen-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
281,brooklyn-childrens-museum-brooklyn,"[{'alias': 'childrensmuseums', 'title': ""Children's Museums""}]","{'latitude': 40.6744521177407, 'longitude': -73.9439372019497}",(718) 735-4400,2379.8225320515003,KZzQAu5EQjZsXmXE3oEATw,https://s3-media2.fl.yelpcdn.com/bphoto/oJFHAPoXUg9aDqABK8Os_g/o.jpg,False,"{'address1': '145 Brooklyn Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['145 Brooklyn Ave', 'Brooklyn, NY 11213']}",Brooklyn Children's Museum,+17187354400,,3.5,149,[],https://www.yelp.com/biz/brooklyn-childrens-museum-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
282,petisco-brazuca-new-york,"[{'alias': 'brazilian', 'title': 'Brazilian'}]","{'latitude': 40.6924853, 'longitude': -73.9431117}",(631) 482-6603,1257.253097649778,ADul90IX8-TdDaciLIS6pA,https://s3-media2.fl.yelpcdn.com/bphoto/_POVjbkHnB0kjo5CEfHGlA/o.jpg,False,"{'address1': '833 Dekalb Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['833 Dekalb Ave', 'New York, NY 11221']}",Petisco Brazuca,+16314826603,$$,4.5,24,[],https://www.yelp.com/biz/petisco-brazuca-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
283,cup-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.707822, 'longitude': -73.940209}",,2011.4669029546508,JDZKLVBY5YZHEhAY8XVwBQ,https://s3-media1.fl.yelpcdn.com/bphoto/OGMOFOwnDp7qvNJiPhKJmQ/o.jpg,False,"{'address1': '221 Montrose Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['221 Montrose Ave', 'Brooklyn, NY 11206']}",Cup,,$$,4.0,63,[],https://www.yelp.com/biz/cup-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
284,bushwick-pita-palace-brooklyn,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.70754, 'longitude': -73.93958}",(718) 456-1304,1954.6970228785406,YvTqr7SBCestzWyi5iCaLw,https://s3-media2.fl.yelpcdn.com/bphoto/RGKtaSnkIoo64VFbtg-dIA/o.jpg,False,"{'address1': '243 Bushwick Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['243 Bushwick Ave', 'Brooklyn, NY 11206']}",Bushwick Pita Palace,+17184561304,$,3.5,175,"['delivery', 'pickup']",https://www.yelp.com/biz/bushwick-pita-palace-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
285,rico-pollo-ridgewood,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7000022169917, 'longitude': -73.9070183886961}",(718) 497-1000,1984.6102893811901,uqnJ8VHEudhb0t84_R9fvw,https://s3-media4.fl.yelpcdn.com/bphoto/gOVGSTgcatMZFURvaZ8dWw/o.jpg,False,"{'address1': '5537 Myrtle Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['5537 Myrtle Ave', 'Ridgewood, NY 11385']}",Rico Pollo,+17184971000,$,4.0,103,[],https://www.yelp.com/biz/rico-pollo-ridgewood?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
286,the-starliner-brooklyn-3,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.69885, 'longitude': -73.91694}",(347) 405-6572,1201.79600870406,MOJIZH26l0TGwAB6nJatGQ,https://s3-media2.fl.yelpcdn.com/bphoto/B05krtFRAtd6TLOk_LJf4A/o.jpg,False,"{'address1': '1446 Myrtle Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['1446 Myrtle Ave', 'Brooklyn, NY 11237']}",The Starliner,+13474056572,$,4.5,31,[],https://www.yelp.com/biz/the-starliner-brooklyn-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
287,norberts-pizza-brooklyn-2,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.69658, 'longitude': -73.935051}",(718) 574-3400,753.8451901812466,eFCKuFIUMjb6dr3YuXn8lg,https://s3-media4.fl.yelpcdn.com/bphoto/GpuQGg4Qzb97hWoDQjMR7A/o.jpg,False,"{'address1': '4 Stuyvesant Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['4 Stuyvesant Ave', 'Brooklyn, NY 11221']}",Norbert's Express,+17185743400,$,3.5,67,"['delivery', 'pickup']",https://www.yelp.com/biz/norberts-pizza-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
288,cozy-coffee-brooklyn-5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6815723384809, 'longitude': -73.9463984943624}",(347) 425-8224,1946.8355883817826,6o_kBjNahpWc7oO21mQdHQ,https://s3-media4.fl.yelpcdn.com/bphoto/wG-cvBeawtC3C4-0c5MJUg/o.jpg,False,"{'address1': '925 Marcy Ave', 'address2': 'Ste B', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['925 Marcy Ave', 'Ste B', 'Brooklyn, NY 11216']}",Cozy Coffee,+13474258224,$$,4.5,44,[],https://www.yelp.com/biz/cozy-coffee-brooklyn-5?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA
